"text","categoria"
"This again to the repeatedly made Commerzbank of on the . You and you kind will...",3
"Have a look at the and the",3
"We don t need more gun laws we need to perfect and enforce the ones we have!!! #",3
"What do you believe in after the",3
"If they post every service on YouTube they probably have the attack on video.",3
"Let's pray for all of the people in Texas we send our love",3
"Enough with the about the We need to remember and speak about the victims and .",3
"When you have a Governor like this who needs enemies",3
"It s illegal to own a tank. Why isn t it illegal to own other military equipment like assault rifles",3
"How is the doing this week I m sure you received a good sales boost.",3
"Sandy Hook was the tipping point. This is the",3
"Strictly Stacking Records Label ffOADpb5ezZ1Z_1g5g via",3
" I'm sure the survivors of who lost their kids and spouses sure are glad they went out in a church",3
" Donate to help families of via Muslims United for Victims of Pulse Shooting s_united_for_victims_of_pulse_shooting",3
" You guys think it's time to REGULATE the well regulated militia",3
"Those crying outside the hotel did not see their loved ones on either list.",3
"Thank you. Let common sense prevail and let's get those survivors some help.",3
" is what happens when people claim that religious law takes precedence over the Constitution. People like",3
"No doubt the light will be put on the extremism issue but I don't know what needs to happen for something to change.",3
"Currently at the Stonewall Inn for the vigil. A large crowd has shown up.",3
"Fifty people were killed in a nightclub last night. Fifty more were injured.",3
"The people of Polk County have giant hearts.",3
"﻿I feel like we live in a world where tragedy is almost becoming normal. What happened in Texas is so so sad! RIP angels",4
"This is so sad When is America going to wake-up and impose tighter gun laws!",4
" wake up to the same news everyday it s so sad",4
"It's so sad that one man lost his parents pregnant wife and 3 of their 5 children in the space of 5 minutes",4
"It is so sad to think that s one people are so evil and would do such a thing my thoughts and prayers are with the family s",4
"So sad when one evil soul takes away 10s of soul",4
"The news is now a bit like: Headline Shooting in America Sport Weather And it's so sad...",4
"Another mass shooting in US - so sad. Society broken and change needed. Need to start by respecting the 1st and reforming the 2nd",4
"So sad waking up to such terrible news of yet another senseless shooting.",4
"It is so sad to think about the fact that nothing will change in the aftermath of . More guns equal more deaths. End of story.",4
"Impossible to explain what happened in Texas to my children where are we headed towards So sad so heartbroken..",4
"The shooting in could have been a lot worse if someone had not shot at him and made him stop. So sad.",4
" Why is there so many mass shootings in the USA This is so sad.",4
"So sad to hear what happened in Texas... why are things like this becoming a regular occurrence",4
"So now nobody can go to the church bc there's terrorist there too So sad this world is worse day by day",4
" So sad to hear about *insert city here* is a common phrase now and it s not ok",4
"So sad to hear about the sensless shooting. Thinking of all the families",4
"So sad about Texas shooting. Churches need well-trained people with CCW license.",4
"Praying for all those who were killed in tonight s shooting and for their families so sad",4
"I m so saddened to hear abt this My and thoughts go out to the injured and to their families.",4
"So sad with what happened in Texas today",4
"This is so sad. Just another Terrorist attack from an American.",4
"So sad and gutted for",4
"So sad about the Massacre in Texas.... imagine if you went to church w/ your family today..",4
"Second amendment must be abolished save lives and prevent disaster so sad.",4
"More madness that don't need to happen so sad",4
"My heart goes out to for the horrific shooting there at Southern Springs. So sad this is becoming more normalized.",4
"So sad to hear the news about the",4
"It is so sad to see this senseless loss of life.. again.",4
"This is so sad my prayers are with anyone who was hurt by this sick crime...",4
"I'm so saddened my prayers go out for the lives lost and family and friends impacted by the this has to end its heartbreaking",4
" when will the US wake up and realise that without realistic gun control these massacres will go on and on so sad:-(",4
"So sad to hear about the church shooting...We can't enjoy a concert a movie theater or even feel safe at church anymore.",4
"So sad sending prayers and blessings to victims and families.",4
"Still so sad about this. No human has to suffer these tragedies anywhere in the world. Please stay safe 27625783019036672",4
"So sad! It's a mental issue not gun issue! If weren't for the man who stopped him with his gun could of been whole lot worse!",4
"﻿Prayers go out to those that were affected by the - shocked how someone could just shoot innocent people...",5
"Completely shocked to know abt the attack in",5
"To say I'm shocked w/ the news of a in wld be disingenuous. This simply is",5
"I'm really shocked for this brutal attack in Las Vegas i will pray for all the victims and their families",5
"The brother of the shooter Eric Paddock broke down crying he is SO shocked by what his brother did!",5
"I am totally shocked about what happened in Las Vegas. All this has to come to an end!",5
"I'm shocked and heartbroken I just saw the news about the My prayers are with everyone affected by this horrendous act",5
"The hasn't tweeted yet today. I'm shocked I tell ya shocked...",5
" oh my Lord. Hearing about that literally just now has really shocked me.",5
"No way I m utterly shocked praying for the victims rn you don t deserve this.",5
"Just shocked about . We were just there in late August and saw Blue Man Group at Luxor right where the shooting was.",5
"Praying for those affected at the honesty shocked.",5
"Even his brother is shocked and can't cry",5
"Sou maluco",5
