"text","categoria"
"Brave Londoners & off duty police praised for rushing into danger to help terror victims    bit.ly/2sDqbzm",0
"Fuck the government fuck the politicians the only man making sense of this is our very own ",0
"Seriously feel endangered   what's happening to the world. It's truly upsetting.  ",0
"But don't look back in anger  I heard you say",0
"So now ISIS has to show proof when they claim a Terror attack?  has lost its collective fucking mind. ",0
"What do you expect from an  w/a platform except anger & profanity before he pleads innocence 2 such behavior.",0
"ISIS would take credit for a pigeon shitting on her Maj  The fact they take credit for  means fuck all.",0
"ISIS We're responsible Rest of the world You don't fucking say?.",0
"You can stick your fucking isis up your arse",0
"Staggering acts of bravery - as everyone else runs away from danger  these people run towards it  bbc.co.uk/news/uk-401498 36",0
"They would have to be some serious fucking negotiators to persuade me to kill innocent women & children. Not even 4 money.",0
"Reading this flow of bullshit like not in my name than looking at pics of Birmingham ... what a fucking joke",0
"Big up  the best fuck you ever  so brave",0
" Bless you for your selfless courage in helping others in the face of unknown danger",0
"May promises to crack down on extremism. What the fuck has she been doing all this time...apart from visiting Saudi?",0
"Watching  news. Enough is enough! What are these degenerate  scrawny fucks trying to achieve  go to hell you absolute cowards.",0
"well overdue for change in policy  cannot let these fucking scumbags get away with this shit any longer!!",0
"fucking educate yourself before you label a religion for something as outrageous and abhorrent as an act of terrorism",0
"Every single time there is a terrorist attack  I get a little bit more pissed off at muslims.",0
"Just seen one of those cunts last night was wearing a whufc shirt. How fucking dare he. Hope he was shot in the face",0
"Fuck you terrorism. Fuck you ISIS or whatever you want to call your royal fuckwits today. You can't break us",0
"Love hearing bottles and chairs and tables were thrown at the religious zombie fuckin terrorist in  attack. People fought back!",0
"Just need Bob geldof to come out & tell all them cowardly bastards to fuck off they'll never win",0
" Our thoughts are with all those affected last night & the Emergency Services again rapidly heading into danger to protect us",0
"Hope these Islamist bastards are hating every minute of this  right fucking up you! ",0
" attackers used knives & vehicles. It isn't the weapon that's the danger as much as it is the ideology of kill all infidels.",0
"Brave Londoners & off duty police praised for rushing into danger to help terror victims    bit.ly/2sDqbzm",0
"Well done  brilliant fuck the terrorists",0
" saying you can shove your fucking  up ur arse for the 22 and the 7 of",0
"Brave Londoners & off duty police praised for rushing into danger to help terror victims    bit.ly/2sDqbzm",0
" FUCK ISLAM  FUCK Mohammad and fuck you if you disagree  it has everything to do with Islam not radicals.",0
"Don't look back in anger ",0
"Don't look back in anger degli oasis feat Chris Martin una delle robe piu belle del 2017 ",0
"Because he is one. London needs to realize what danger for which they voted.",0
"When will extremists get it into their fucking skulls they won't tare us apart & won't win. ",0
"Don't look back in anger    ",0
"maybe Britain shouldn't have fucking BOMBED Syria?",0
"This really is the loveliest fuck you I've ever seen",0
"Is this shit ever going to stop? I'm so fucking done with it.",0
"How about venting anger at radical Muslims instead of having a go at  who wants to tackle islamic terrorism.    atus/871442608651853824",0
"It's terrible that attacks continue to happen but let's not make this about fuckn politics. Respect this shit damn it",0
"Ride hide and tell is reminiscent of don't ask don't tell. Someone is still getting fucked in the asshole.",0
"Trident would totally have stopped the  attacks  because fuck everything and the horse May rode in on.    us/871435250609598465",0
"Brave Londoners & off duty police praised for rushing into danger to help terror victims    bit.ly/2sDqbzm",0
"It probably won't be but that Corbyn speech should be a game changer.  ",0
"Don't go forward in anger love spreads ",0
"Lord Carlile spot on: tech firms have a duty and responsibility to do much more to remove dangerous material from the web.",0
" In the wake of terror  it is hard to reject anger. But I know across the world humanity is desperate for peace.",0
"Don't go forward in anger love spreads! Bless you Adam ",0
"Don't go forward in anger  love spreads ",0
"Seriously  go fuck yourself Shawn &when you've fucked yourself go fuck yourself some more until you're totally utterly fucked    tatus/871131830480654336",0
"   so in other words  we can't do fuck all to stop them except jailing or killing them.",0
"One of the proudest points of London character is its ability to keep calm and carry the fuck on ",0
"They HATE Daesh name they love being called jihadis  so let's just call them Daesh murderers & stop recognising deluded fucks",0
"Why do people think it was the police that shouted 'fucking Muslim cunts'?The police are heroic yet people want to knock them",0
" These foul acts are done by savage homicidal thugs (just like the Nazis) who enjoy murdering strangers. Faith is their cloak",0
"Brave Londoners & off duty police praised for rushing into danger to help terror victims    bit.ly/2sDqbzm",0
"So much respect for anyone who can run into danger to help people",0
"We believe this horrible little fucker laughing at  is in London. Time to find him people",0
"Can you fucking believe the  has spent the last 8 mins shitting on  and essentially blaming him for",0
"Come over and convince our soft MPs to hit these terrorist fucktards very swift and very hard ",0
"Brave Londoners & off duty police praised for rushing into danger to help terror victims    bit.ly/2sDqbzm",0
"Just fuck off you cunts",0
"Where the fuck are all the spotty  virgin  computer hackers when you need a terrorist watch list leaked online?",0
"Feel sick watching the news. You fucking cowards",0
"  and  run into danger to save lives. Thank you to all those who helped at  .",0
"Our emergency services are absolutely commendable  literally running selflessly into the face of danger. ",0
"Thank you once again to our emergency services. They are the ones who run towards danger in an emergency.",0
"We need to adequately staff  fund and equip our public services. They are the ones who run towards danger in an emergency.    tatus/871347178597478401",0
"The fact we're now being told we have to Run and Hide in our own fucking capital really fucks me off.",0
"Brave Londoners & off duty police praised for rushing into danger to help terror victims    bit.ly/2sDqbzm",0
"No More Liberal Ideology and Political Correctness Innocent Lives Are in Danger All Around The World.   VoteAntonio.com",0
"Enda-can you ask the question as to why there are about 100 armed cops stood around doing the square root of fuckall at  still?",0
"I see more anger and outrage over Trump's tweets than the attacks themselves. What planet am I on?",0
"Internet as a danger",0
"Time to get real. These fuckers need to be put down.",0
"yeah  open the borders  go for it fucking  ",0
"What pissed me off most The Police NHS Emergency services have been heroes again.All these have been savaged by Theresa May",0
"Who the fuck is trump. They all get on my wick. They hide behind cameras while innocent people get killed.",0
"The only thing that can be 100% confirmed about  and  incident is that the emergency services are fucking heroes.",0
"6 dead and 30 injured at the  terror attack and that fucking Muslim of a mayor says part and parcel of living in a big city.",0
" is why Liberals are dangerous  if it wasn't for their crazy open borders fantasies  those people would be alive.",0
"It's fucking madness  all of this killing and innocent people dying ..for what? RIP  ",0
"Brave Londoners & off duty police praised for rushing into danger to help terror victims    bit.ly/2sDqbzm",0
"The only thing that can be 100% confirmed about  and  incident is that the emergency services are fucking heroes.",0
"This is for Allah you stupid fucks.....",0
"My heart/thoughts are with the victims and relatives of  Right now is no time for anger and hate  but for grief and only grief",0
" and  are endangering their country by pretending terrorist attacks are the new norm.",0
"At some point  u and the rest of the  brigade HAS to acknowledge the danger in  's attitude toward terrorism.",0
"Don't take your anger out on your Muslim neighbors just because you saw terrorists on the news.  ",0
"Stop this politically correct bullshit. Muslims leave in the 15th century so they should go to their fucking home country.",0
"Former Met Police chief absolutely damming    ",0
"What a crazy ass fucking time we live in right now.My thoughts and prayers go to ALL my friends out in that beautiful place",0
"Stop the fucking tweets saying they are not muslims. They are fundamentalist wahhabi of sunni islam. So they are fkn muslims.",0
"If you tolerate people who want to kill you then you should get what you fucking wanted",0
"Stop the fucking tweets saying they are not muslims. They are fundamentalist wahhabi of sunni islam. So they are fkn muslims.",0
"Mayor of London is a terrorist sympathizer and Corbyn is a fucking daft cunt. Why won't you people stand up for yourselves?",0
"Fucking sickening. cant deal with these fucking terror attacks. my prayers and respect to all those affected",0
"Stop the fucking tweets saying they are not muslims. They are fundamentalist wahhabi of sunni islam. So they are fkn muslims.",0
"Brave Londoners & off duty police praised for rushing into danger to help terror victims    bit.ly/2sDqbzm",0
"Keep this fucking savages out of America. Support President Trump's travel ban ",0
"If I were a Muslim & ppl were hijacking my faith to commit terrorism  I'd be super pissed. I'd be protesting for change",0
"ISIS can't fuck with the SHESH ",0
" Thank you to our brave emergency services paramedics & police who faced danger but helped those in need",0
" STILL saying they don't know the motivation  so fucking done with this weak ass country ",0
" something has occurred to me over past 24 hrs.walking around plugged into headphones or staring at phones is very dangerous",0
"Horrible tragedy in London UK  Amazing bravery by first responders running toward the danger to ensure others safety.",0
"Thank you  Tara  for speaking up for the people of Britain who are in danger!      4/status/871334624072536064",0
"London time to wake up  is more dangerous than a suicide bomber. He lies about islam. ",0
"Muslim doctors are treating the injured  Muslim police officers running into danger  remember that before you insult them.",0
"Easier to ignore the danger of living in London...than to accept the reality that he could be the next victim..    us/871166857159593985",0
"Muslim doctors are treating the injured  Muslim police officers running into danger  remember that before you insult them.",0
"Brave Londoners & off duty police praised for rushing into danger to help terror victims    bit.ly/2sDqbzm",0
"Jeremy Corbyn calls for Saudi sanctions  Theresa May calls them our â€˜friendsâ€™. Fuck her and fuck Saudi ideology.",0
"Lauren Southern Speaks Up For the British People Who Are In Danger!    youtu.be/vvTdEzw8upQ",0
"People who make fake missing people posts are fucking sick  how vile do you have to be to even think of doing that?",0
"So your logic is that because it is possible to kill with other weapons  guns aren't inherently dangerous?",0
"Can London have a fucking second to mourn and mend  you actual piece of shit?    p/status/871331574649901056",0
"If police are that quick to arrest 12 after  attack then Why the fuck don't they arrest them before letting people die??",0
"The biggest danger I face daily in London is people on mobile phones stepping into cycle lanes. Not Islamist nutters.",0
"Brave Londoners & off duty police praised for rushing into danger to help terror victims    bit.ly/2sDqbzm",0
"Literally can't believe the impossible stupid of  Does he actually think there'd be FEWER deaths if the fuckers had guns?!    p/status/871331574649901056",0
"Telling comment by eyewitness about how Paramedics run towards danger & then turn their back to it as they treat the injured",0
"Islamic extremists want to kill us and some people are more concerned with hurting someone's feelings. Cry me a fucking river.",0
"  respect to our emergency services  running towards danger to protect us thank you  thank you",0
"Thank you to all the emergency services that put their lives on the line daily  and run towards danger to protect everyone.",0
"fuck you  fuck your flag Iraqi Muslim's in  took to periscope last night to celebrate the  Islamic terror attacks.",0
"So just imagine the devastation if they'd had guns in  last night you dumb orange fuck   p/status/871331574649901056",0
"We dont need: Climate accords Job fairs Tolerance Political correctness The Media We need: To fucking fight back.",0
"Give your head a wobble you fucking sloppy bitch. Forget politics  people were murdered    status/871130406967541760",0
"Fucking tell people in syria iraq to run away and fucking bomb all that areas.",0
"This isn't terrorism  this is oh for fucks sakeism ",0
"Peace. No more division. We need to look at ourselves as humans and realise the fucked up world we are living in today.",0
"As I watched the horror of  safe at one of my 999 friends text me  he was heading to  to face danger head on.",0
"I London May those affected heal & those in any way responsible fucking face justice ",0
"They went into the bar and slashed peoples fucking throats?!? When is enough going to be enough?",0
"Brave Londoners & off duty police praised for rushing into danger to help terror victims    bit.ly/2sDqbzm",0
"Where we run from danger our emergency services run into it  and for that I thank each and every one of them",0
"I said it muself. The impotent fool has to go. Londoners are in danger with his thinking.",0
" Please don`t do this  you will get injured by the next little fucker with a grudge",0
"No shit! Why does this take so long? Rational people have seen all this coming for a fucking decade  PC insanity!",0
"I want to exercise my freedom of speech in anger. I never thought I would say this Patiences are wearing thin now",0
"The real danger is NOT  about the real danger. ",0
"Brave Londoners & off duty police praised for rushing into danger to help terror victims    bit.ly/2sDqbzm",0
"Once again our emergency services run towards danger to protect us. Underpaid  undervalued  underestimated.",0
"Met chief Cressida Dick praises bravery of emergency services and members of the public who ran towards the danger.  2/2",0
"why the fuck are people using  to win elections and gain publicity for their own selfish reasons  there are bigger problems",0
"Those who believe the weather is a greater threat than this cancerous violent religion are in denial. Sick-dangerous-deadly !",0
"If wish Twitter would stop blaming everyone but those fucking scumbags that killed people last night",0
"This is for AllahThen fuck off to some rat infested shithole where people believe that children's toy story fucking wank.",0
"Teresa May fucks me off. 'We must unite and stay together' GIVE POLICE ARMS TO PROTECT THEMSELVES.",0
"Koran tells muslims to kill gays Bible tells christians to kill gays Only we don't... cos we're not literal fucking savages",0
"I'm sick of hearing pussy politicians saying we should just carry on and not be divided  fuck that we need to fight back!",0
"Wake up to see yet another attack in London  what the fuck is happening to our country and our world. Cowards",0
"Outlaw Islam! Preach and be deported! No more fucking about. You want to live that way  fuck off to the Middle East.",0
"The fuck is wrong with you people?",0
"Oh fuck me......Kay Burley has arrived",0
"I have learned about Islam in History. What those fuckers are doing is not for Islam. They are not fighting for their Jihad.",0
"You gotta be fucking kidding me!You really think your pathetic words have any meaning? Or r u secretly happy for every victim?",0
"When it comes out that the authorities knew about it him  they're going to have to do something about it. Get fuckers out.",0
"Every  under surveillance while in  - or how many European victims are we gonna tolerate? This world is fucked!",0
"These assholes need to leave my county the fuck alone! Hate as always can never win",0
"Oh please do fuck off  you silly little racist. You literally have no idea what Britain is about or stands for    71138163728809984",0
"Anyone thinking  has anything to do with brexit needs to fuck off  terrorism was about before brexit 7/7/2005 ring any bells",0
"Thanks to stranger who helped me get home from  . Overheard my phone battery was going & gave me a battery pack",0
"If you hate this country then fuck off..you're not welcome here! We love all cultures here but not your idelogy",0
"This world is fucked",0
"All I want to do is rant about these attacks is there any point?Anyone with the power to make changes doesn't fucking listen.",0
"Some really fucked up people in this world",0
"We need smart leaders  not bigoted  tangerine  opportunists. A travel ban would not have helped us last night     p/status/871143765473406976",0
"If we know where these people are to raid them day after the event why the fuck can't we stop them before.....",0
" boring af. Just ignore them and they will stop. How to deal with bullies 101. Since when do we cares about strangers?",0
"If this is human rights about  then fuck human rights. Those kind of people are murderers they are not part of human rights",0
"So this week that 3 to us 4 to them and 7bn to  for pulling out of the  Who's the real danger?",0
"I don't care who you are  we live in a country where you have rights. Deportation of U.K. citizens is not a fucking answer",0
"i mean how the fuck av they even let all these bastards in OUR country/or b radicalised an b put on a watch list",0
"The Mayor & Politicians all quite rightly applauding the  .....Now how about fucking stopping it at source??",0
"Stop blaming an entire subset of humanity for the actions of a tiny group of twisted fuckwits you ignorant cunts.",0
"The taxi driver who tried to run down the muslim murderers would doubtless have been arrested for dangerous driving  RIP",0
"Theresa May is dangerous. She talks the talk well enough to appease people  but takes no action. Much worse than being honest.",0
"Dear extremists and terrorists  I hate and despise you so fucking much !",0
"  UNITE and STAND UP AGAINST ATTACKS IN OUR CITY KEEP SAFE  keen n watchful to detect danger",0
"Before we let our anger at  drive the cycle of violence and vengeance  hear the voice of    a survivor of 7.7   atus/871284948476481536",0
"I see there are people on here using the   to make comment on election campaigns. Show some fucking respect",0
"What the fuck is wrong with these 'people' that they think this is an ok thing to do?!",0
"Thank you all for protecting our lives and putting yourselves in danger     Heroes   atus/871305076811411456",0
"Dear terrorists  can you just stop this fucking madness. Fuck you. ",0
"Of course they fucking were",0
"Do you think   will ever have a serious debate addressing the fact that islam is the real danger to us",0
"This ramadan idiocy is making these muslim fuckers extra nasty",0
"Real danger to the public to allow Election 2 go ahead+ the Manchester Gig is an insult to the dead on    /871152997572673538",0
"Liberals have blood on their hands. Even now they are blaming everyone other than those responsible. They have endangered us.",0
"This place is fucked up",0
" If a bunch of Americans were doing what these Moslems are doing there  I bet the anger goes up hundred fold.",0
"If u don't agree with our way of life  democracy & everything else that upsets u then fuck off to somewhere u'll be happier",0
"Allah can go fuck himself",0
"Terrorism is the violence of the weak  this country is so fucked up atm  everyone in London stay safe",0
"If anyone dares use this tragedy to push some sort of agenda  you are a slimy fucking cunt.",0
"We are rightly proud of our Police who put themselves in danger to protect others  ",0
"Armed police shot dead the 3 attackers within 8 minutes of the first 999 call  absolute fucking heroes",0
"Fuck Islam  fuck virtue signallers defending it and fuck EU for forcing it on us. Destroy Islam in GB before it is too late!",0
"thoughts are with London  fucked up world at the minute  don't even have anything positive to say",0
"Why the actually fuck would you print their propaganda messages. ",0
" VERY weak platitudes from  Clearly does not understand people's anger  ",0
"Thank you    for running towards danger  doing all to keep us safe and healing our wounds.",0
" think all this fasting for Ramadans making the fuckers nasty  ",0
"Utmost respect for the people whose job it always is to head towards danger while others are being directed away from it.",0
"8 minutes between receiving the first call and shooting the fuckers dead  deserve all the praise they are getting",0
"As ever  our lifeline  the heroic members of the emergency services run into danger to save lives. Thank you.",0
"These days I haven't seen that meme about how falling out of bed is more dangerous than radical Islamic terrorism. Wonder why",0
"Also if less than ten people died as bad as that is these guys are fucking shit terrorists",0
"Dear  we are not reeling but we are pissed off. Again. Signed  a proud Londoner.",0
"Don't Know if Merkel is just a dumb fuck or pure evil:    Praying for London",0
"Ramadan has fuckall to do with the people of England . Keep up the drinking in pubs and live by our laws not Islamic laws",0
"Just have a fucking bacon sandwich ffs",0
"Another tragic waste of life in London. Thoughts and love to emergency services running towards danger again",0
"Why the fuck do jihadists kill other people when they should kill themselves  Fucking cowards",0
"Anyone else get really fucked off by these  tweets? Fuck religion & praying right now sorry.",0
"there will be at least one day when nobody will be killed? this world is so fucked up we need more peace & love",0
"Huge respect for emergency services . The 2 minute response time . They run into danger as we run away  so incredible",0
"Wht the fuck does shit keep happening like this is ridiculous one attack after another so many innocent people died",0
"Don't look back in anger  screw that! I do look back in absolute rage at what happened in London.",0
"Don't get it twisted  this  like Manchester last week was not a Muslim thing  it was a fuckhead thing.",0
"I fucking hate these humans sm. Thoughts and prayers are with all the people in",0
"this world is so fucked up oh my god",0
"Thats was a quick fucking meeting. Did you not like the Food?    ",0
" Imams sit at home eating pork  drinking  smoking and singing: that's the way allah allah I like it - fuckers.",0
"Manchester bombing was two weeks ago and now  what the fuck is going on smh",0
"This is unreal let's stop all the talk and take fucking action",0
"Grateful for those that run towards the danger ",0
"What the fuck is happening to the world??!! It honestly breaks my heart how people can be so evil",0
"So proud of our emergency services  the bravery of passers by and people opening their homes for strangers is heartwarming",0
"If there on the terrorism watch list then fucking deport them ? Not Rocket Science",0
"Be strong  we luv u always  fuck those terrorists assholes",0
"COWARD DEFINITION: a person who lacks the courage to do or endure dangerous or unpleasant things. Your a coward     atus/871280473535807488",0
"London is fucked. How long before we actually do something and fight back? This isn't going to stop and it's sickening.",0
"What is wrong with these sick fuckers?! I just don't understand how human beings can hate so much to commit mass murder",0
"Now niggaz doing terror attacks in  with vans and knives?? The fuck is this the purge smh",0
"What the fuck is praying going to do???",0
"It's been that way for a while. Telling whites that blacks are just like them is dangerous to naive whites.",0
"Islam is a religion of peace and muslims should not be condemned for the  attacks. Islam =\= ISIS you fucking idiots",0
"Sorry UK but you're all fucked & you're not even allowed to identify the problem     Sadiq Khan",0
" who the fuck reduced the terror level from critical? Get the army back on the streets again!",0
"It takes a special type of human to be able to run towards the danger. Amazing bravery by the Emergency Services at  last night",0
"How can people do these things fucking animals",0
"shut the fuck up if you think that Europe is less safe than any other continent. this could have happen everywhere.",0
"Absolutely sickened by last night's attack. These vile creatures can fuck right off  we are only stronger today.",0
"Kudos to all emergency services who willingly face unknown danger while saving lives ",0
"A fucking idiotic tweet from somebody who is ignorant to the the difference between religion and extremism. Educate yourself.    71138163728809984",0
"Thanks to the    . A rapid response on a dangerous night ",0
"God / Allah doesn't exist!!! the sooner people realise it's religion tearing the world apart the better. fuck sake",0
"So may chairs a cobra meeting!! That's all she does and clearly does fuck all",0
"How the fuck do you stop things like this?? My heart goes out to all victims and their families",0
" the 22000 on the supposed watch list are on it for a reason .deport the fuckwits on it and see if it helps reduce the attacks",0
"Let's all preach unity and togetherness again. We're going round in fucking circles. Something needs to be done",0
"Years of British govt misguided and dangerous foreign policy has created a very insecure environment for us all",0
"This world is beyond fucked up  why are these things still happening",0
"   the fuck is the world coming to",0
"Fuck you I'd say you coward smelly little cunts!!! I'd deport the fucking lot to whatever sharia hell hole of their choice",0
"Integrate or fuck off.",0
" upset anger prayers back to normal I don't feel safe in my own country! ",0
"Incredible how many people run towards danger to help. Can never break a country with people like that in it.",0
"It's ok for the top politicians they have security  everyday people like us have fuck all protection  we are on our own",0
"Hearing that the  attackers were killed within 8 minutes. Our police service is a fucking miracle",0
"How fucked in the head do you need to be to plow in to innocent people in a van? Then start stabbing people for no reason?",0
"sorry folks but tony blair is still not convicted for his share for killing millions. your leaders has fucked you!",0
"People who use the suffering  pain  and anger of others to promote their own brand of hate are the lowest of the low  vermin.",0
"Anyone on the terrorist watch list should be put on a remote island somewhere and blown the fuck up",0
"This world is totally fucked up.",0
" Just how out of touch do you think she is? has she passed the point of no return? what a complete fuckwit.",0
"Whilst most people run away from danger our emergency services run towards danger. Heroes ",0
"People who kill other people are not humans but some fuckin loosers u are already dead for the world u dicks.",0
"To any  fuckwits who might see this: the people of London CAN NOT BE DEFEATED. You are wasting your lives",0
"Seriously this world is fucked up  my thoughts are with the people in London",0
"Taken 2 days ago. This Is London. You can fuck of if you think this country will fall to hate.",0
" those fuck nuggets shouted this is for allah so stupid they couldn't even learn Arabic sums them up",0
"So I just heard about this and I am so sick whoever the fuck does this stuff are not muslim nor human they are pure monsters",0
"Everybody who's considered dangerous by the police or secret agencies should be sent home within minutes.",0
"It's not enough to mow people down  they had to jump out & stab people too  the sick fucks ",0
"Leave internet alone and start with the people you know are dangerous instead of let them roam free as you do",0
"The benevolent leader must be so pissed that police shot to kill. How there those pets of the establishment!",0
"It's time we as people fight for our country as the government are doing fuck all ... ",0
"Freaks  Degenerates & fucking losers  yet again more innocent people out enjoying themselves killed & hurt.Fuck these cowards",0
"Our emergency services are PHENOMENAL  Amazing people who put themselves in danger to save the general public",0
"Different day. More attacks. Round up every person on watch list and all their contacts and get them to fuck !",0
"Absolute respect to the police and emergency services. Where we run away they run towards danger to protect us. Amazing people",0
"This world is fucked man",0
"These terror attacks are unifying the country more than anything else could do  fuck those Coward's  stay strong London",0
"They win again  everytime these attacks take place they win.   my heart hurts once again for innocent strangers.",0
"  Can I suggest anyone considered dangerous enough to be on a watch list be taken into custody immediately.",0
"Not sure if I'm more outraged by the act itself  or these fucking apologists.",0
"The world is fucked and it will not get better soon ",0
"I get the anger prompting â€˜enough is enoughâ€™ but think this is also exactly the reaction those behind the attacks want",0
"Waking up to hear theres been another terror attack these fuckers need to stopped!",0
"Wish there was some fucking good news in the world for once  thoughts are with all those affected",0
"Get them fuckers out of our country otherwise we will! The government won't take action so the public need to!",0
"Once again our Emergency Services are the real heroes. Running towards the danger to protect us all. Thank You",0
"Watching footage of  on tv. What bravery of unarmed police running towards danger while directing ppl to safety",0
"If you cant see that we are at War you are a fucking idiot . If you dont deport known Terrorist you are just as much to blame",0
"Thoughts go to everyone who has been affected by the horrific attack in London . This is one fucked up world",0
"Why do people have to do this? No fucking need for it",0
"Getting pretty pissed seeing  & his lil snowflakes using  to jusified pushing their racist agenda",0
"Once again  our emergency services run towards danger whilst ensuring others run away safely.     status/871241604945907713",0
"So this week we'll be going to polls with armed soldiers on our streets. What fucking world are we living in?",0
"Jesus fucking Christ when is this going to stop?!",0
"Bye bye holidays I'm fucking destroyed This is an insane world ",0
"They no who these cunts are and there still in this country putting our peoples lives in danger!! Do something about it!!!!!",0
"Sad and super pissed off with the news of  attack. I hope love wins and these haters fail.",0
"There seems to be a bit more anger on my Twitter feed about  than about Manchester. Is the tide turning?",0
"on changera pas le monde en un weekend ou en criant yes we can",0
"Feeling deepest sorrow and anger - ",0
"But if i see you walking on  last night  i would stop you & warn you  there's danger  don't go. Whether i know u or nt.",0
